      Lon      Lat      RHP     Tbuf  Tinterm  Tbottom Csubmoho  Al_0  Fe_0  Mg_0  Ca_0      MLD  Al_1  Fe_1  Mg_1  Ca_1      LAB  Al_2  Fe_2  Mg_2  Ca_2 
      deg      deg    nW/m3     degC     degC     degC        1    wt%    wt%    wt%    wt%    wt%       km    wt%    wt%    wt%    wt%    wt%       km    wt%    wt%    wt%    wt%    wt%  
-82 70.5	0.00	46.56	52.17	43.9	0.0126	0.38	0.28	1.23	0.48	3.83	0.17	0.21	1.35	0.36	4.64	0.13	0.24	1.18	0.27
-81 70.5	0.00	59.81	46.61	25.89	0.0077	0.18	0.63	0.7	0.36	3.84	0.22	0.54	1.61	0.34	5.17	0.17	0.21	0.74	0.51
-80 70.5	0.00	51.63	52.05	44.92	0.0049	0.24	0.29	0.94	0.46	6.29	0.11	0.59	1.02	0.31	9.59	0.2	0.21	1.22	0.38
-79 70.5	0.00	22.3	55.57	60.68	0.0099	0.41	0.31	1.51	0.46	5.68	0.35	0.44	1.48	0.21	4.83	0.21	0.27	1.04	0.48
-78 70.5	0.00	34.35	36.43	42.08	0.0082	0.46	0.3	1.3	0.76	4.86	0.25	0.32	0.92	0.5	5.49	0.24	0.4	0.66	0.42
-77 70.5	0.00	58.24	39.38	55.38	0.0053	0.49	0.19	2.26	0.28	3.91	0.23	0.36	0.79	0.37	5.39	0.14	0.44	1.05	0.3
-76 70.5	0.00	52.37	33.16	60.47	0.0098	0.29	0.28	0.75	0.25	5.92	0.26	0.35	1.32	0.39	9.8	0.2	0.4	0.95	0.29
-75 70.5	0.00	46.92	49.61	16.64	0.0028	0.36	0.18	0.58	0.28	2.42	0.3	0.16	1.36	0.24	5.39	0.3	0.09	1.36	0.47
-74 70.5	0.00	26.9	23.41	44.34	0.0096	0.26	0.33	1.09	0.47	4.48	0.17	0.25	1.17	0.49	9.16	0.16	0.31	1.1	0.26
-73 70.5	0.00	28.81	25.76	36.11	0.0117	0.44	0.39	1.04	0.19	3.97	0.09	0.28	1.39	0.27	12.98	0.1	0.17	1.06	0.21
-72 70.5	0.00	62.54	38.81	60.86	0.0093	0.21	0.36	0.66	0.36	5.31	0.25	0.32	1.18	0.42	10.26	0.26	0.24	0.68	0.34
-71 70.5	0.00	26.76	44.48	38.51	0.0062	0.28	0.24	1.59	0.28	4.42	0.24	0.25	1.12	0.34	7.03	0.16	0.14	1.09	0.33
-70 70.5	0.00	25.45	65.09	40.61	0.0131	0.25	0.48	0.86	0.43	5.97	0.28	0.4	1.33	0.38	9.95	0.28	0.27	0.61	0.61
-69 70.5	0.00	39.39	47.4	43.62	0.0049	0.27	0.2	0.97	0.31	5.53	0.17	0.31	0.95	0.33	6.84	0.08	0.29	1.02	0.42
-68 70.5	0.00	70.92	32.72	61.23	0.0062	0.36	0.54	1.29	0.41	5.31	0.24	0.33	1	0.3	9.05	0.23	0.27	1.51	0.23
-67 70.5	0.00	45.32	28.56	35.94	0.0088	0.23	0.14	0.88	0.27	5.47	0.15	0.21	1.21	0.53	8.53	0.14	0.17	1.15	0.39
-66 70.5	0.00	48.05	25.9	29.54	0.0066	0.24	0.31	0.88	0.28	5.11	0.17	0.25	0.71	0.42	4.7	0.13	0.21	1.44	0.51
-65 70.5	0.00	41.57	23.85	45.25	0.0041	0.52	0.13	0.76	0.47	2.72	0.17	0.54	0.59	0.44	4.69	0.13	0.22	0.89	0.29
-64 70.5	0.00	19.34	17.03	56.74	0.0039	0.27	0.08	0.4	0.19	2.16	0.16	0.16	0.49	0.23	2.42	0.11	0.11	0.52	0.21
-63 70.5	0.00	28.71	23.24	23.68	0.0048	0.17	0.13	0.64	0.27	3.89	0.16	0.17	0.23	0.56	6.7	0.18	0.17	0.49	0.16
-62 70.5	0.00	26.09	19.33	31.58	0.0044	0.15	0.11	0.58	0.23	1.79	0.21	0.18	0.78	0.36	6.96	0.06	0.09	1.09	0.45
-61 70.5	0.00	28.64	32.96	68.36	0.0043	0.18	0.14	0.51	0.28	1.43	0.22	0.19	0.92	0.3	8.43	0.1	0.1	0.41	0.44
-60 70.5	0.00	35.5	70.46	48.47	0.009	0.5	0.2	0.75	0.45	3.19	0.25	0.36	1.01	0.42	9.69	0.11	0.22	0.99	0.5
-59 70.5	0.00	55.2	31.34	51.32	0.007	0.42	0.26	0.93	0.44	5.78	0.28	0.47	1.48	0.48	8.02	0.11	0.21	1.22	0.37
-99 70	0.00	50.75	34.13	40.72	0.0055	0.34	0.27	1.26	0.24	5.81	0.18	0.43	0.96	0.39	10.54	0.11	0.2	0.79	0.27
-98 70	0.00	42.2	38.8	29.71	0.0102	0.13	0.24	0.71	0.41	3.74	0.27	0.56	1.52	0.56	5.95	0.22	0.24	1.09	0.38
-97 70	0.00	34.74	37.15	35.31	0.0049	0.45	0.23	1.58	0.23	6.22	0.25	0.35	1.22	0.27	8.59	0.21	0.22	0.95	0.38
-96 70	0.00	22.47	30.75	43.62	0.0116	0.54	0.66	1.34	0.63	4.89	0.16	0.27	1.05	0.23	6.72	0.28	0.18	1.04	0.56
-95 70	0.00	25.75	43.08	61.47	0.0117	0.3	0.18	1.31	0.21	4.56	0.23	0.27	1.15	0.4	10.27	0.18	0.35	1.06	0.23
-94 70	0.00	41.08	63.85	32.2	0.0147	0.27	0.26	1.62	0.37	5.62	0.28	0.3	0.71	0.26	6.72	0.3	0.24	0.93	0.34
-93 70	0.00	40.56	62.32	40.04	0.0128	0.24	0.47	0.97	0.45	4.27	0.23	0.15	1.28	0.41	6.75	0.15	0.18	1.26	0.3
-92 70	0.00	32.62	53.29	31.95	0.0135	0.17	0.37	0.63	0.21	5.91	0.19	0.22	1.26	0.37	5.47	0.25	0.3	0.91	0.27
-91 70	0.00	53.4	40.18	21.08	0.0111	0.22	0.25	1.34	0.28	4.75	0.21	0.22	1.46	0.23	9.51	0.27	0.26	0.83	0.27
-90 70	0.00	51.54	57.72	39.88	0.007	0.45	0.28	1.57	0.3	5.68	0.19	0.22	0.87	0.17	7.61	0.23	0.25	1.37	0.25
-89 70	0.00	43.53	47.91	46.56	0.0112	0.44	0.28	1.33	0.64	4.19	0.15	0.17	1.12	0.19	6.13	0.26	0.2	1.03	0.22
-88 70	0.00	42.57	51.44	17.79	0.0076	0.35	0.42	1.34	0.31	3.94	0.25	0.25	1.18	0.24	8.91	0.28	0.42	1	0.56
-87 70	0.00	50.7	52.5	38.76	0.0071	0.17	0.43	0.82	0.12	6.68	0.15	0.39	0.89	0.42	8.63	0.16	0.36	1.34	0.4
-86 70	0.00	42.3	64.26	37.52	0.0129	0.62	0.37	2.07	0.57	5.1	0.23	0.32	1.45	0.4	4.25	0.22	0.29	0.92	0.38
-85 70	0.00	39.59	24.67	29.96	0.0047	0.23	0.54	1.13	0.4	3	0.24	0.34	0.88	0.38	7.33	0.28	0.44	1.1	0.3
-84 70	0.00	46.63	18.91	42.74	0.0105	0.2	0.31	0.56	0.24	5.82	0.25	0.51	1.1	0.35	6.93	0.17	0.25	0.87	0.16
-83 70	0.00	27.14	32.05	54.33	0.0082	0.37	0.14	1.4	0.31	5.34	0.23	0.54	1.45	0.44	7.37	0.14	0.26	0.96	0.52
-82 70	0.00	57.09	72.75	38.54	0.0038	0.41	0.21	1.07	0.32	3.12	0.15	0.15	1.48	0.47	6.16	0.28	0.4	1.3	0.39
-81 70	0.00	34.07	22.53	54.02	0.011	0.21	0.28	1.2	0.33	5.3	0.11	0.4	0.99	0.44	5.22	0.16	0.25	1.32	0.57
-80 70	0.00	38.85	54.61	57.79	0.0082	0.22	0.23	1.06	0.49	4.73	0.18	0.27	0.84	0.24	5.22	0.35	0.21	0.89	0.35
-79 70	0.00	55.01	31.13	18.36	0.0072	0.38	0.17	1.36	0.34	3.67	0.23	0.28	0.94	0.32	2.83	0.17	0.3	0.75	0.36
-78 70	0.00	35.5	61.79	21.53	0.0098	0.2	0.28	0.69	0.28	5.34	0.18	0.32	1.22	0.29	5.81	0.25	0.14	0.83	0.37
-77 70	0.00	59.92	63.32	60.81	0.0071	0.31	0.34	1.11	0.47	5.26	0.19	0.37	0.91	0.38	7.11	0.24	0.27	1.43	0.44
-76 70	0.00	39.01	48.22	29.97	0.0068	0.39	0.26	0.7	0.29	5.85	0.21	0.31	1.36	0.27	8.16	0.19	0.19	0.97	0.17
-75 70	0.00	66.78	45.56	46.58	0.0102	0.15	0.32	0.68	0.39	4.44	0.29	0.19	1.05	0.44	11.42	0.13	0.33	0.97	0.37
-74 70	0.00	37.6	32.01	33.13	0.005	0.26	0.21	1.29	0.45	3.39	0.27	0.21	1.29	0.41	11.88	0.14	0.4	1.01	0.52
-73 70	0.00	29.99	34.08	44.41	0.0124	0.26	0.19	0.68	0.28	4.76	0.3	0.21	0.99	0.32	5.7	0.11	0.17	1.14	0.2
-72 70	0.00	30.77	33.65	25.67	0.0086	0.21	0.13	0.7	0.49	4.12	0.18	0.42	1.17	0.39	6.58	0.22	0.16	0.83	0.18
-71 70	0.00	16.53	24.66	15.81	0.0127	0.17	0.25	0.69	0.27	3.68	0.16	0.24	0.89	0.48	8.85	0.1	0.38	0.6	0.16
-70 70	0.00	26	33.23	39.4	0.0114	0.18	0.5	0.82	0.19	6.05	0.27	0.2	0.52	0.15	3.1	0.2	0.29	1.21	0.28
-69 70	0.00	36.58	48.56	30.99	0.0085	0.26	0.6	1.16	0.3	6.37	0.3	0.43	0.86	0.24	4.55	0.3	0.26	1.4	0.36
-68 70	0.00	37.31	21.12	31.69	0.0036	0.4	0.2	0.87	0.94	2.31	0.31	0.34	1.51	0.37	7.81	0.23	0.11	0.78	0.21
-67 70	0.00	41.47	19.28	44.75	0.0065	0.22	0.25	0.88	0.34	4.48	0.15	0.2	1.39	0.23	6.87	0.12	0.2	0.97	0.51
-66 70	0.00	27	40.11	53.66	0.0127	0.27	0.33	0.47	0.55	4.7	0.24	0.22	0.98	0.26	3.88	0.19	0.17	1.32	0.36
-65 70	0.00	39.11	54.57	47.62	0.0078	0.39	0.19	0.99	0.37	4.66	0.23	0.45	0.82	0.46	7.37	0.13	0.27	0.87	0.4
-64 70	0.00	38.67	27.16	50.16	0.004	0.25	0.11	1.01	0.54	2.46	0.19	0.16	1.51	0.25	7.13	0.23	0.14	0.83	0.57
-63 70	0.00	26.37	29.01	41.64	0.0078	0.2	0.18	0.6	0.32	5.27	0.18	0.49	0.82	0.21	6.33	0.11	0.12	0.93	0.29
-62 70	0.00	38.79	36.71	43.92	0.0053	0.22	0.16	0.36	0.12	2.85	0.23	0.35	1.09	0.4	5.47	0.08	0.13	0.64	0.31
-61 70	0.00	28.62	28.76	40.93	0.0049	0.2	0.17	0.69	0.23	3.71	0.24	0.32	1.33	0.42	6.28	0.1	0.17	1.33	0.4
-60 70	0.00	54.51	37.8	33.01	0.006	0.48	0.19	0.97	0.49	6.13	0.26	0.45	1.17	0.47	8.6	0.19	0.14	0.92	0.33
-59 70	0.00	30.17	22.99	45.13	0.0073	0.19	0.32	0.79	0.45	5.32	0.23	0.58	1.1	0.58	5.63	0.12	0.17	0.91	0.46
-99 69.5	0.00	58.1	41.6	57.17	0.0088	0.26	0.17	1.39	0.46	3.14	0.23	0.49	1.14	0.59	8.51	0.16	0.24	0.84	0.32
-98 69.5	0.00	64.66	49.1	49.59	0.0101	0.23	0.15	1.03	0.3	4.8	0.28	0.37	1.43	0.43	12.36	0.25	0.17	0.77	0.38
-97 69.5	0.00	26.57	54.85	37.66	0.0087	0.23	0.53	1.3	0.24	3.2	0.26	0.49	1.21	0.35	6.76	0.21	0.19	1.14	0.29
-96 69.5	0.00	41.86	51	58.14	0.0112	0.47	0.31	1.15	0.35	4.44	0.18	0.16	1.1	0.42	5.09	0.26	0.48	0.72	0.43
-95 69.5	0.00	31.97	32.66	31.98	0.0093	0.15	0.29	0.57	0.33	5.37	0.31	0.27	0.68	0.41	4.13	0.15	0.19	0.68	0.46
-94 69.5	0.00	40.58	45.39	33.37	0.0092	0.35	0.65	0.98	0.45	6.4	0.23	0.42	1.16	0.27	6.13	0.22	0.17	0.78	0.7
-93 69.5	0.00	34.11	27.6	33.54	0.0064	0.26	0.22	0.9	0.27	6.75	0.18	0.26	1.1	0.3	10.45	0.22	0.22	1.26	0.3
-92 69.5	0.00	52.37	67.57	39.78	0.0092	0.2	0.23	0.57	0.35	2.84	0.3	0.28	1.43	0.68	9.83	0.16	0.14	0.87	0.37
-91 69.5	0.00	21.4	23.79	25.04	0.0079	0.32	0.35	0.57	0.4	4.52	0.17	0.47	1.23	0.34	13.33	0.19	0.33	1.36	0.25
-90 69.5	0.00	30.6	47.14	39.55	0.0096	0.28	0.37	1.4	0.41	4.76	0.25	0.28	1.41	0.32	9.52	0.19	0.28	0.82	0.29
-89 69.5	0.00	52.53	33.87	63.26	0.0085	0.18	0.18	0.74	0.28	5.78	0.2	0.26	0.86	0.23	9.51	0.21	0.21	1.4	0.46
-88 69.5	0.00	23.93	46.73	40.67	0.0116	0.42	0.33	1.24	0.51	3.23	0.27	0.35	0.99	0.25	9.41	0.27	0.18	0.64	0.63
-87 69.5	0.00	42.43	46.19	19.5	0.0088	0.21	0.19	1.22	0.25	4.24	0.23	0.54	1.41	0.37	4.68	0.13	0.26	1	0.3
-86 69.5	0.00	34.06	32.44	41.4	0.0083	0.39	0.33	1.61	0.49	4.51	0.3	0.23	0.96	0.35	9.95	0.23	0.24	0.98	0.37
-85 69.5	0.00	38.9	70.9	20.27	0.0113	0.32	0.33	1.01	0.53	4	0.21	0.48	1.15	0.47	8.12	0.16	0.46	1.54	0.29
-84 69.5	0.00	51.59	34.66	37.61	0.0073	0.59	0.29	1.7	0.61	2.28	0.28	0.14	0.86	0.35	7.43	0.09	0.36	0.79	0.29
-83 69.5	0.00	36.69	59.67	50.79	0.007	0.2	0.51	1.01	0.52	4.17	0.3	0.17	1.11	0.42	7.53	0.16	0.18	0.88	0.2
-82 69.5	0.00	20.96	58.56	23.05	0.0008	0.12	0.13	0.8	0.14	2.45	0.14	0.2	0.64	0.26	10.16	0.13	0.18	0.93	0.17
-81 69.5	0.00	48.69	26.86	23.88	0.0067	0.19	0.16	0.84	0.1	6.2	0.17	0.19	0.75	0.13	12.63	0.19	0.23	0.89	0.28
-80 69.5	0.00	33.61	27.51	28.97	0.0054	0.41	0.33	0.71	0.59	3.59	0.12	0.24	1.15	0.16	6.17	0.18	0.18	1.37	0.36
-79 69.5	0.00	18.07	28.06	63.09	0.0119	0.18	0.35	1.34	0.25	4.15	0.19	0.24	0.89	0.18	12.19	0.17	0.26	1.21	0.18
-78 69.5	0.00	55.62	50.43	34.53	0.0059	0.35	0.23	1.47	0.46	1.88	0.15	0.27	0.78	0.16	7.65	0.17	0.32	1.01	0.65
-77 69.5	0.00	39.58	40.64	60.19	0.0079	0.39	0.41	1.7	0.5	5.27	0.23	0.49	0.75	0.46	8.21	0.3	0.26	0.74	0.46
-76 69.5	0.00	71.07	39.27	22.77	0.0057	0.33	0.18	0.63	0.5	3.72	0.16	0.15	1.32	0.27	11.08	0.35	0.26	0.71	0.51
-75 69.5	0.00	33.83	30.15	38.35	0.0043	0.22	0.32	1.22	0.32	4.69	0.25	0.35	0.85	0.32	7.66	0.23	0.35	1.01	0.23
-74 69.5	0.00	47.08	27.54	22.11	0.0084	0.5	0.16	0.79	0.22	5.07	0.15	0.19	1.15	0.32	5.83	0.12	0.14	0.97	0.17
-73 69.5	0.00	41.6	57.51	48.82	0.0106	0.35	0.33	1.36	0.39	3.89	0.25	0.3	0.74	0.39	7.15	0.27	0.24	1.42	0.3
-72 69.5	0.00	73.08	22.18	48.78	0.0114	0.24	0.25	0.75	0.25	3.57	0.17	0.22	0.6	0.19	4.59	0.23	0.3	0.92	0.35
-71 69.5	0.00	41.89	25.93	65.33	0.0075	0.17	0.44	0.97	0.14	5.86	0.17	0.38	0.91	0.26	11.01	0.14	0.2	1.19	0.28
-70 69.5	0.00	21.6	56.46	63.58	0.0063	0.25	0.22	0.72	0.34	4.31	0.19	0.12	1.39	0.64	8.14	0.2	0.2	0.68	0.36
-69 69.5	0.00	29.65	43.74	54.3	0.0087	0.25	0.14	0.51	0.15	5.17	0.2	0.28	1.39	0.26	9.24	0.26	0.26	0.46	0.48
-68 69.5	0.00	42.94	51.15	44.41	0.0091	0.22	0.41	1.1	0.54	5.47	0.23	0.32	1.07	0.38	5.84	0.13	0.25	0.88	0.35
-67 69.5	0.00	28.57	25.72	32.83	0.0027	0.16	0.21	0.89	0.12	4.03	0.17	0.15	0.8	0.23	7.56	0.22	0.17	1.39	0.15
-66 69.5	0.00	32.78	28.12	32.25	0.0034	0.34	0.17	0.76	0.36	2.08	0.12	0.11	0.71	0.28	3.65	0.14	0.16	0.97	0.12
-65 69.5	0.00	47.72	58.55	35.51	0.007	0.39	0.24	1.34	0.42	4.1	0.2	0.56	0.73	0.29	11.49	0.16	0.37	0.77	0.48
-64 69.5	0.00	48.82	37.41	18.05	0.009	0.31	0.1	0.72	0.4	4.3	0.19	0.29	0.83	0.22	6.45	0.15	0.16	1.15	0.33
-63 69.5	0.00	24.5	38.74	71.03	0.0059	0.12	0.14	0.98	0.26	4.38	0.14	0.29	0.72	0.3	6.31	0.13	0.14	1.24	0.17
-62 69.5	0.00	30.37	66.11	47.33	0.0069	0.24	0.22	0.93	0.2	3.89	0.3	0.31	1.07	0.42	6.82	0.15	0.16	1.18	0.43
-61 69.5	0.00	48.13	51.42	64.59	0.0075	0.14	0.11	0.62	0.24	3.37	0.28	0.22	1.04	0.34	9.2	0.13	0.23	0.89	0.41
-60 69.5	0.00	31	25.22	39.61	0.006	0.47	0.09	1.57	0.26	3.93	0.14	0.16	1.2	0.53	9.04	0.19	0.11	0.59	0.33
-59 69.5	0.00	50.37	53.72	48.54	0.0086	0.33	0.2	0.78	0.26	3.43	0.26	0.49	1.19	0.45	6.83	0.13	0.13	1.13	0.4
