      Lon      Lat      RHP     Tbuf  Tinterm  Tbottom Csubmoho  Al_0  Fe_0  Mg_0  Ca_0      LAB  Al_1  Fe_1  Mg_1  Ca_1
      deg      deg    nW/m3     degC     degC     degC        1    wt%    wt%    wt%    wt%    wt%       km    wt%    wt%    wt%    wt%    wt%
133 -17	0.00	9.29	10.09	10.97	0.017	0.19	0.22	0.37	0.3	2.63	0.2	0.22	0.4	0.26
133.5 -17	0.00	10.45	10.84	10.25	0.0162	0.17	0.21	0.35	0.29	2.48	0.19	0.21	0.39	0.25
134 -17	0.00	11.69	10.08	9.19	0.0056	0.19	0.22	0.3	0.33	2.55	0.18	0.2	0.43	0.27
134.5 -17	0.00	10.05	10.16	11.21	0.011	0.18	0.21	0.33	0.28	3.35	0.19	0.19	0.42	0.26
135 -17	0.00	9.32	10.08	9.97	0.0153	0.2	0.2	0.31	0.26	3.76	0.2	0.2	0.44	0.25
135.5 -17	0.00	10.36	9.66	9.55	0.0155	0.18	0.2	0.32	0.27	3.73	0.19	0.21	0.47	0.23
136 -17	0.00	11.06	10.04	9.57	0.0082	0.17	0.22	0.34	0.29	3.43	0.17	0.19	0.48	0.25
136.5 -17	0.00	8.84	10.21	10.08	0.0048	0.18	0.18	0.31	0.31	3.45	0.16	0.21	0.44	0.25
137 -17	0.00	10.89	9.92	11.83	0.013	0.19	0.2	0.34	0.31	3.62	0.18	0.23	0.45	0.26
137.5 -17	0.00	11.04	10.13	11.14	0.0051	0.17	0.22	0.35	0.31	3.76	0.19	0.22	0.46	0.26
138 -17	0.00	11.01	10.07	11.69	0.0094	0.17	0.2	0.34	0.28	3.44	0.18	0.21	0.43	0.26
138.5 -17	0.00	10.86	9.62	11.66	0.0158	0.19	0.21	0.34	0.28	3.05	0.18	0.2	0.43	0.25
139 -17	0.00	10.48	9.74	11.01	0.0112	0.19	0.22	0.36	0.27	3.23	0.19	0.18	0.44	0.27
139.5 -17	0.00	10.81	8.85	11.35	0.0132	0.19	0.2	0.37	0.29	3.14	0.19	0.21	0.45	0.27
140 -17	0.00	10.15	9.1	11.1	0.0117	0.2	0.2	0.43	0.28	3.56	0.19	0.22	0.46	0.28
140.5 -17	0.00	10.08	8.83	10.79	0.0097	0.2	0.22	0.36	0.29	3.8	0.18	0.2	0.47	0.28
141 -17	0.00	10.17	9.19	10.63	0.0128	0.2	0.21	0.39	0.27	3.75	0.18	0.23	0.45	0.25
141.5 -17	0.00	9.47	8.25	10.68	0.0161	0.2	0.2	0.39	0.3	3.24	0.18	0.21	0.42	0.26
142 -17	0.00	9.66	9.54	11.06	0.0121	0.22	0.21	0.41	0.33	3.16	0.18	0.22	0.41	0.24
142.5 -17	0.00	10.26	9.38	11.45	0.0098	0.22	0.22	0.4	0.33	2.64	0.2	0.22	0.39	0.27
143 -17	0.00	10.99	10.06	12.02	0.0151	0.25	0.24	0.41	0.33	1.92	0.2	0.22	0.42	0.3
127.5 -17.5	0.00	12.75	11.7	15.97	0.0127	0.21	0.28	0.38	0.31	4.6	0.22	0.22	0.39	0.28
128 -17.5	0.00	11.41	11.09	14.48	0.0132	0.2	0.27	0.35	0.29	4.36	0.21	0.23	0.4	0.28
128.5 -17.5	0.00	11.11	11.4	14.31	0.0156	0.19	0.24	0.35	0.3	4.09	0.22	0.21	0.38	0.27
129 -17.5	0.00	10.37	10.52	13.66	0.0159	0.21	0.25	0.35	0.28	3.73	0.2	0.22	0.4	0.27
129.5 -17.5	0.00	9.9	10.42	12.43	0.0148	0.21	0.24	0.36	0.31	3.27	0.19	0.22	0.4	0.26
130 -17.5	0.00	9.46	10.32	12.42	0.0143	0.2	0.24	0.36	0.3	2.91	0.21	0.2	0.39	0.26
130.5 -17.5	0.00	9.75	10.89	11.34	0.0127	0.2	0.23	0.34	0.3	2.79	0.19	0.21	0.41	0.27
131 -17.5	0.00	10.31	9.98	12.1	0.009	0.2	0.22	0.34	0.29	2.7	0.2	0.22	0.41	0.26
131.5 -17.5	0.00	10.19	10.22	11.89	0.01	0.19	0.22	0.36	0.29	2.82	0.18	0.21	0.41	0.26
132 -17.5	0.00	9.7	10.5	11.79	0.0129	0.2	0.24	0.34	0.29	2.99	0.19	0.21	0.41	0.25
132.5 -17.5	0.00	9.68	10.63	11.84	0.0145	0.2	0.24	0.37	0.27	2.93	0.19	0.22	0.45	0.26
133 -17.5	0.00	9.89	9.42	11.57	0.0139	0.18	0.23	0.35	0.26	2.8	0.19	0.2	0.43	0.26
133.5 -17.5	0.00	10.12	10.1	10.93	0.0082	0.18	0.21	0.32	0.29	2.85	0.18	0.21	0.4	0.27
134 -17.5	0.00	9.7	9.71	11.77	0.0159	0.2	0.24	0.33	0.3	3.47	0.19	0.2	0.4	0.26
134.5 -17.5	0.00	9.6	9.99	10.98	0.0068	0.18	0.22	0.42	0.31	3.67	0.2	0.2	0.41	0.26
135 -17.5	0.00	9.12	9.99	10.81	0.0114	0.17	0.23	0.34	0.3	3.76	0.21	0.2	0.43	0.25
135.5 -17.5	0.00	10.09	9.95	10.3	0.0163	0.17	0.19	0.36	0.31	3.57	0.18	0.21	0.43	0.25
136 -17.5	0.00	8.25	10.73	8.82	0.0099	0.17	0.16	0.29	0.29	4.48	0.17	0.21	0.41	0.23
136.5 -17.5	0.00	9.79	9.34	10.4	0.0103	0.19	0.2	0.33	0.3	3.62	0.18	0.2	0.42	0.23
137 -17.5	0.00	9.01	9.44	11.25	0.0112	0.19	0.23	0.3	0.29	3.56	0.18	0.2	0.44	0.25
137.5 -17.5	0.00	10.72	9.33	10.56	0.0083	0.17	0.2	0.33	0.33	3.69	0.16	0.22	0.44	0.24
138 -17.5	0.00	10.2	9.17	10.09	0.0129	0.17	0.21	0.37	0.29	3.45	0.16	0.22	0.44	0.28
138.5 -17.5	0.00	10.98	10.71	11.19	0.013	0.18	0.18	0.35	0.29	3.91	0.18	0.2	0.43	0.24
139 -17.5	0.00	9.41	9.18	11.94	0.0055	0.17	0.17	0.38	0.28	3.72	0.16	0.17	0.4	0.25
139.5 -17.5	0.00	9.65	9.79	10.29	0.013	0.19	0.2	0.38	0.27	3.81	0.19	0.21	0.41	0.28
140 -17.5	0.00	9.91	8.67	9.38	0.0125	0.18	0.21	0.36	0.3	3.65	0.2	0.21	0.43	0.28
140.5 -17.5	0.00	10.2	9.5	10.19	0.0089	0.19	0.2	0.38	0.27	4.23	0.19	0.21	0.46	0.27
141 -17.5	0.00	9.91	8.75	10.68	0.0125	0.19	0.2	0.34	0.26	3.94	0.2	0.23	0.44	0.26
141.5 -17.5	0.00	10.19	8.78	10.92	0.0126	0.19	0.2	0.38	0.31	3.45	0.18	0.23	0.41	0.26
142 -17.5	0.00	9.7	8.83	10.65	0.0158	0.21	0.21	0.35	0.32	2.78	0.17	0.22	0.39	0.27
142.5 -17.5	0.00	9.98	9.52	11.11	0.0112	0.21	0.21	0.38	0.32	2.71	0.19	0.2	0.41	0.27
143 -17.5	0.00	10.73	9.94	11.73	0.0145	0.22	0.23	0.42	0.36	1.86	0.2	0.22	0.44	0.3
127.5 -18	0.00	11.93	11.92	15.68	0.0125	0.22	0.26	0.38	0.31	4.63	0.23	0.26	0.42	0.28
128 -18	0.00	11.05	11.2	14.8	0.0105	0.2	0.24	0.36	0.3	4.27	0.21	0.24	0.39	0.27
128.5 -18	0.00	10.65	10.5	14.34	0.0116	0.2	0.25	0.35	0.28	4.17	0.21	0.21	0.42	0.25
129 -18	0.00	10.45	10.53	13.56	0.0161	0.2	0.23	0.36	0.29	3.93	0.19	0.22	0.4	0.26
129.5 -18	0.00	10.45	10.44	13.1	0.0127	0.2	0.23	0.37	0.28	3.41	0.21	0.22	0.4	0.26
130 -18	0.00	10.05	9.75	11.94	0.0109	0.2	0.24	0.33	0.27	2.96	0.2	0.21	0.41	0.27
130.5 -18	0.00	9.48	10.46	11.31	0.0151	0.2	0.22	0.38	0.31	2.72	0.2	0.2	0.41	0.26
131 -18	0.00	9.84	10.12	11.52	0.0115	0.2	0.22	0.37	0.29	2.79	0.2	0.22	0.41	0.26
131.5 -18	0.00	9.84	9.67	12.73	0.0048	0.19	0.23	0.34	0.29	2.61	0.18	0.22	0.4	0.23
132 -18	0.00	9.86	9.37	12.1	0.0145	0.2	0.27	0.35	0.29	2.8	0.16	0.21	0.44	0.25
132.5 -18	0.00	9.62	10.64	11.83	0.0121	0.19	0.24	0.35	0.27	3.22	0.18	0.2	0.42	0.26
133 -18	0.00	9.25	10.13	12.23	0.0151	0.19	0.23	0.32	0.27	3.29	0.17	0.21	0.43	0.24
133.5 -18	0.00	9.08	9.76	11.89	0.0095	0.18	0.23	0.31	0.29	3.45	0.18	0.21	0.39	0.26
134 -18	0.00	9.26	9.71	11.16	0.016	0.19	0.24	0.33	0.31	3.63	0.18	0.21	0.38	0.24
134.5 -18	0.00	9.41	9.56	10.99	0.0083	0.17	0.22	0.34	0.29	3.66	0.19	0.21	0.39	0.25
135 -18	0.00	9.49	10.53	11.11	0.0111	0.17	0.21	0.31	0.27	3.54	0.15	0.2	0.37	0.24
135.5 -18	0.00	10.33	11.01	9.91	0.008	0.16	0.21	0.29	0.27	4.04	0.15	0.2	0.41	0.25
136 -18	0.00	9.63	10.03	9.25	0.0113	0.17	0.2	0.33	0.28	4.68	0.19	0.2	0.4	0.28
136.5 -18	0.00	8.98	9.25	10.31	0.0065	0.18	0.22	0.31	0.28	4.1	0.18	0.2	0.39	0.25
137 -18	0.00	9.98	9.75	10.18	0.0119	0.18	0.21	0.34	0.27	3.7	0.2	0.22	0.42	0.26
137.5 -18	0.00	9.87	8.56	9.69	0.0072	0.17	0.22	0.41	0.27	3.65	0.19	0.21	0.45	0.27
138 -18	0.00	10.27	10.02	10	0.01	0.18	0.21	0.36	0.29	3.99	0.18	0.22	0.44	0.25
138.5 -18	0.00	10.26	9.63	11.14	0.0148	0.16	0.19	0.35	0.29	3.56	0.16	0.2	0.41	0.22
139 -18	0.00	9.42	9.56	9.16	0.0097	0.14	0.18	0.31	0.28	4.26	0.16	0.19	0.34	0.28
139.5 -18	0.00	9.43	8.52	8.85	0.0128	0.18	0.23	0.32	0.31	3.91	0.19	0.19	0.39	0.29
140 -18	0.00	10.17	9.66	9.97	0.0126	0.18	0.21	0.34	0.29	3.69	0.21	0.2	0.41	0.29
140.5 -18	0.00	9.23	9.1	11.02	0.0144	0.2	0.2	0.32	0.29	3.62	0.21	0.19	0.41	0.24
141 -18	0.00	9.93	9.93	10.21	0.0119	0.19	0.2	0.36	0.28	3.7	0.2	0.21	0.42	0.27
141.5 -18	0.00	8.83	8.55	11.13	0.013	0.2	0.2	0.36	0.28	3.31	0.19	0.21	0.41	0.24
142 -18	0.00	9.36	9.62	11.72	0.0102	0.21	0.2	0.34	0.28	3.14	0.17	0.19	0.4	0.26
142.5 -18	0.00	10.2	9.47	11.64	0.0148	0.2	0.21	0.36	0.3	2.79	0.18	0.21	0.45	0.28
143 -18	0.00	10.57	9.53	12.08	0.0127	0.23	0.22	0.44	0.33	1.6	0.19	0.22	0.47	0.27
127.5 -18.5	0.00	11.33	11.72	15.25	0.0105	0.2	0.26	0.39	0.32	4.76	0.21	0.23	0.43	0.28
128 -18.5	0.00	11.48	11.32	14.32	0.0092	0.2	0.25	0.36	0.31	4.33	0.2	0.24	0.39	0.26
128.5 -18.5	0.00	10.84	10.7	14.4	0.0114	0.18	0.25	0.36	0.29	4.38	0.2	0.22	0.41	0.25
129 -18.5	0.00	11.01	9.87	14.35	0.008	0.2	0.22	0.35	0.27	3.84	0.2	0.22	0.42	0.26
129.5 -18.5	0.00	10.42	10.15	12.94	0.0136	0.2	0.23	0.37	0.3	3.56	0.22	0.22	0.42	0.27
130 -18.5	0.00	9.98	10.37	12.88	0.0154	0.2	0.21	0.35	0.28	3.29	0.19	0.21	0.43	0.26
130.5 -18.5	0.00	10.07	10.66	12.85	0.008	0.2	0.21	0.35	0.3	3.02	0.19	0.21	0.4	0.26
131 -18.5	0.00	10.03	10.86	12.34	0.0121	0.2	0.21	0.34	0.29	2.8	0.18	0.2	0.42	0.26
131.5 -18.5	0.00	9.72	10.6	12.6	0.0169	0.21	0.21	0.34	0.26	3.01	0.16	0.21	0.45	0.24
132 -18.5	0.00	9.98	9.94	12.48	0.0157	0.18	0.23	0.34	0.28	3.63	0.15	0.19	0.43	0.25
132.5 -18.5	0.00	8.9	9.94	11.72	0.012	0.2	0.25	0.33	0.29	3.25	0.17	0.21	0.47	0.25
133 -18.5	0.00	9.3	9.9	11.52	0.0079	0.18	0.23	0.34	0.28	3.7	0.17	0.22	0.4	0.27
133.5 -18.5	0.00	9.27	9.35	10.83	0.0107	0.17	0.24	0.36	0.3	3.52	0.17	0.22	0.42	0.26
134 -18.5	0.00	9.5	9.72	12.87	0.013	0.17	0.24	0.32	0.29	3.91	0.17	0.19	0.4	0.26
134.5 -18.5	0.00	9.67	9.51	11.15	0.0086	0.17	0.22	0.35	0.3	3.44	0.17	0.22	0.34	0.23
135 -18.5	0.00	10.33	10.55	10.35	0.0104	0.17	0.23	0.31	0.29	3.42	0.18	0.2	0.35	0.24
135.5 -18.5	0.00	9.37	9.95	10.36	0.0131	0.16	0.22	0.32	0.29	3.46	0.17	0.21	0.37	0.24
136 -18.5	0.00	9.41	9.65	9.96	0.0126	0.17	0.21	0.32	0.27	3.7	0.17	0.23	0.38	0.24
136.5 -18.5	0.00	8.61	9.74	9.42	0.0114	0.17	0.2	0.34	0.3	4.25	0.17	0.22	0.37	0.27
137 -18.5	0.00	9.21	8.4	10.3	0.0071	0.15	0.2	0.31	0.25	4.17	0.17	0.23	0.37	0.25
137.5 -18.5	0.00	9.14	8.74	10.16	0.0153	0.15	0.2	0.36	0.28	3.65	0.15	0.24	0.42	0.27
138 -18.5	0.00	9.69	9.26	10.27	0.0059	0.16	0.19	0.34	0.29	3.77	0.17	0.2	0.39	0.27
